ticker,name,type,dividends,currency,isin,api_source,active,start_date,end_date,notes
FOUR.L,4IMPRINT GROUP PLC ORD 38 6/13P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
HTWS.L,HELIOS TOWERS PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
BRGE.L,BLACKROCK GREATER EURO INV TST PLC ORD 0.1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
THRG.L,BLACKROCK THROGMORTON TRUST PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
JEDT.L,JPMORGAN EURO DISCOVERY TRUST PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
MONY.L,MONY GROUP PLC ORD 0.02P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
BRWM.L,BLACKROCK WORLD MINING TRUST PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
EVOK.L,EVOKE PLC ORD 0.5P (DI),uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
HSBA.L,HSBC HLDGS PLC ORD $0.50 (UK REG),uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
SAIN.L,SCOTTISH AMERICAN INV CO PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
HGT.L,HG CAPITAL TRUST PLC ORD 2.5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
HET.L,HENDERSON EUROPEAN TRUST PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
CARD.L,CARD FACTORY PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
JCGI.L,JPMORGAN CHINA GROWTH & INCOME PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
CGT.L,CAPITAL GEARING TRUST PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
GNC.L,GREENCORE GROUP PLC ORD 1P (CDI),uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
SAFE.L,SAFESTORE HOLDINGS PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
BAKK.L,BAKKAVOR GROUP PLC ORD 2P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
FDM.L,FDM GROUP (HOLDINGS) PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
CCC.L,COMPUTACENTER PLC ORD 7 5/9P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
POLN.L,POLLEN STREET GROUP LIMITED ORD GBP0.01,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
COA.L,COATS GROUP PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
NAS.L,NORTH ATLANTIC SMALL CO INV TST PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
ASL.L,ABERFORTH SMALLER COMPANIES TST PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
MWY.L,MID WYND INTL INV TST PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
ORIT.L,OCTOPUS RENEWABLES INFRASTRUCTURE T ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
FSV.L,FIDELITY SPECIAL VALUES PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
PRTC.L,PURETECH HEALTH PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
ZIG.L,ZIGUP PLC ORD 50P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
BRLA.L,BLACKROCK LATIN AMERICAN INV TSTPLC ORD US$0.10,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
MTE.L,MONTANARO EUROPEAN SMALLER C.TSTPLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
DFS.L,DFS FURNITURE PLC ORD GBP0.10,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
SVS.L,SAVILLS PLC ORD 2.5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
PHNX.L,PHOENIX GROUP HOLDINGS PLC ORD 10P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
AUGM.L,AUGMENTUM FINTECH PLC ORD GBP0.01,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
MOTR.L,MOTORPOINT GROUP PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
ECEL.L,EUROCELL PLC ORD GBP0.001,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
SDR.L,SCHRODERS PLC ORD 20P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
DNLM.L,DUNELM GROUP PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
HILS.L,HILL & SMITH PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
SOI.L,SCHRODER ORIENTAL INCOME FUND LD ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
RICA.L,RUFFER INVESTMENT COMPANY LD RED PTG PREF SHS 0.01P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
JII.L,JPMORGAN INDIAN INV TRUST PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
GEN.L,GENUIT GROUP PLC ORD GBP0.001,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
SAGA.L,SAGA PLC ORD 15P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
NRR.L,NEWRIVER REIT PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
PPH.L,PPHE HOTEL GROUP LD ORD NPV,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
CLDN.L,CALEDONIA INVESTMENTS PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
DLG.L,DIRECT LINE INSURANCE GROUP PLC ORD 10 10/11P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
SPT.L,SPIRENT COMMUNICATIONS PLC ORD 3 1/3P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
SPX.L,SPIRAX GROUP PLC ORD 26 12/13P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
INCH.L,INCHCAPE PLC ORD 10P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
ATYM.L,"ATALAYA MINING COPPER, S.A. ORD EUR0.09 (CDI)",uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
HFEL.L,HENDERSON FAR EAST INCOME LD ORD NPV,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
BARC.L,BARCLAYS PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
ENT.L,ENTAIN PLC ORD EUR0.01,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
MEGP.L,ME GROUP INTERNATIONAL PLC ORD 0.5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
SPI.L,SPIRE HEALTHCARE GROUP PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
EGL.L,ECOFIN GLBL UTIL & INF TST PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
CREI.L,CUSTODIAN PROPERTY INCOME REIT PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
AEP.L,ANGLO-EASTERN PLANTATIONS PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
MTU.L,MONTANARO UK SMLR COS INV TST PLC ORD 2P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
VSVS.L,VESUVIUS PLC ORD 10P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
AJB.L,AJ BELL PLC ORD GBP0.000125,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
FCH.L,FUNDING CIRCLE HOLDINGS PLC ORD 0.1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
CBG.L,CLOSE BROS GROUP PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
BGFD.L,BAILLIE GIFFORD JAPAN TRUST PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
JMG.L,JPMORGAN EMERGING MKTS INV TRST PLC ORD 2.5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
DGI9.L,DIGITAL 9 INFRASTRUCTURE PLC ORD NPV,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
GDWN.L,GOODWIN PLC ORD 10P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
CTEC.L,CONVATEC GROUP PLC ORD 10P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
MSLH.L,MARSHALLS PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
TATE.L,TATE & LYLE PLC ORD 29 1/6P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
TBCG.L,TBC BANK GROUP PLC ORD GBP0.01,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
PSH.L,PERSHING SQUARE HOLDINGS LTD ORD NPV,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
BUT.L,BRUNNER INV TST PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
IAD.L,INVESCO ASIA DRAGON TRUST PLC ORD 10P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
AUSC.L,ABRDN UK SMALL.CO'S GROWTH TST PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
ESP.L,EMPIRIC STUDENT PROPERTY PLC ORD GBP0.01,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
AJOT.L,AVI JAPAN OPPORTUNITY TRUST PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
MRC.L,MERCANTILE INVESTMENT TST (THE) PLC ORD 2.5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
ESNT.L,ESSENTRA PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
CRDA.L,CRODA INTERNATIONAL PLC ORD 10.609756P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
GABI.L,GCP ASSET BACKED INCOME FUND LTD ORD NPV,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
BRSC.L,BLACKROCK SMALLER COMPANIES TST PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
USA.L,BAILLIE GIFFORD US GROWTH TRUST PLC ORD GBP0.01,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
ALFA.L,ALFA FINANCIAL SOFTWARE HOLDINGS PL ORD 0.1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
FCIT.L,F&C INVESTMENT TRUST PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
ATR.L,SCHRODER ASIAN TOTAL RETURN INV CO ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
ECOR.L,ECORA RESOURCES PLC ORD 2P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
LSL.L,LSL PROPERTY SERVICES PLC ORD 0.2P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
LSEG.L,LONDON STOCK EXCHANGE GROUP PLC ORD SHS 6 79/86P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
INVP.L,INVESTEC PLC ORD GBP0.0002,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
EAT.L,EUROPEAN ASSETS TRUST PLC ORD GBP0.10,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
RTO.L,RENTOKIL INITIAL PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
LWI.L,LOWLAND INV CO PLC ORD 2.5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
DOM.L,DOMINO'S PIZZA GROUP PLC ORD 25/48P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
GLEN.L,GLENCORE PLC ORD USD0.01,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
FRAS.L,FRASERS GROUP PLC ORD 10P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
PRSR.L,PRS REIT (THE) PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
MYI.L,MURRAY INTERNATIONAL TRUST PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
ABDN.L,ABERDEEN GROUP PLC ORD 13 61/63P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
BME.L,B&M EUROPEAN VALUE RETAIL S.A. ORD 10P (DI),uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
JGGI.L,JPMORGAN GLOBAL GWTH & INC PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
BGEO.L,LION FINANCE GROUP PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
BYIT.L,BYTES TECHNOLOGY GROUP PLC ORD GBP0.01,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
JUGI.L,JPMORGAN UK SMALL CAP GROWTH & INC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
INOV.L,SCHRODERS CAPITAL GLOBAL INNOVATION ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
TEM.L,TEMPLETON EMERGING MARKETS IT PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
SJG.L,SCHRODER JAPAN TRUST PLC ORD 10P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
PTEC.L,PLAYTECH PLC ORD NPV,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
APN.L,APPLIED NUTRITION PLC ORD GBP0.0002,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
TRN.L,TRAINLINE PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
AHT.L,ASHTEAD GROUP PLC ORD 10P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
FAN.L,VOLUTION GROUP PLC ORD GBP0.01,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
BGS.L,BAILLIE GIFFORD SHIN NIPPON PLC ORD 2P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
VOF.L,VINACAPITAL VIETNAM OPP. FUND LD ORD $0.01,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
TRIG.L,THE RENEWABLES INFRASTRUCTURE GROUP ORD NPV,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
MARS.L,MARSTON'S PLC ORD 7.375P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
ADM.L,ADMIRAL GROUP PLC ORD 0.1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
AGT.L,AVI GLOBAL TRUST PLC ORD 2P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
III.L,3I GROUP PLC ORD 73 19/22P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
JMAT.L,JOHNSON MATTHEY PLC ORD 110 49/53P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
MAB.L,MITCHELLS & BUTLERS PLC ORD 8 13/24P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
TET.L,TREATT PLC ORD 2P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
JAGI.L,JPMORGAN ASIA GROWTH & INCOME PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
MGAM.L,MORGAN ADVANCED MATERIALS PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
HTG.L,HUNTING PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
RCDO.L,RICARDO PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
AAS.L,ABRDN ASIA FOCUS PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
LABS.L,LIFE SCIENCE REIT PLC ORD GBP0.01,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
PCFT.L,POLAR CAPITAL GLOBAL FIN. TST PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
DIVI.L,DIVERSE INCOME TRUST (THE) PLC ORD 0.1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
CYN.L,CQS NATURAL RES GROWTH & INCOME PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
FSTA.L,"FULLER,SMITH & TURNER PLC 'A' ORD 40P",uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
BGEU.L,BAILLIE GIFFORD EUROPEAN GROWTH TRU ORD 2.5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
FSG.L,FORESIGHT GROUP HOLDINGS LIMITED ORD NPV,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
CSN.L,CHESNARA PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
EMG.L,MAN GROUP PLC ORD USD0.0342857142,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
KMR.L,KENMARE RESOURCES PLC ORD EUR0.001 (CDI),uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
HVPE.L,HARBOURVEST GLOBAL PRIVATE EQUITY L ORD NPV,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
ASHM.L,ASHMORE GROUP PLC ORD 0.01P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
AAL.L,ANGLO AMERICAN PLC ORD USD0.623855311355311,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
JTC.L,JTC PLC ORD GBP0.01,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
TLW.L,TULLOW OIL PLC ORD 10P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
REC.L,RECORD PLC ORD 0.025P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
TRST.L,TRUSTPILOT GROUP PLC ORD GBP0.01,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
PRU.L,PRUDENTIAL PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
FORT.L,FORTERRA PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
IPO.L,IP GROUP PLC ORD 2P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
IGC.L,INDIA CAPITAL GROWTH FUND LD ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
TCAP.L,TP ICAP GROUP PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
INPP.L,INTERNATIONAL PUBLIC PARTNERSHIP LD ORD 0.01P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
AVON.L,AVON TECHNOLOGIES PLC ORD #1,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
SDY.L,SPEEDY HIRE PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
SRE.L,SIRIUS REAL ESTATE LD ORD NPV,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
PCT.L,POLAR CAPITAL TECHNOLOGY TRUST PLC ORD 2.5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
INF.L,INFORMA PLC ORD 0.1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
HWG.L,HARWORTH GROUP PLC ORD 10P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
BREE.L,BREEDON GROUP PLC ORD GBP0.01,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
BNKR.L,BANKERS INV TST PLC ORD 2.5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
BGCG.L,BAILLIE GIFFORD CHINA GRWTH TST PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
JAM.L,JPMORGAN AMERICAN IT PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
RIO.L,RIO TINTO PLC ORD 10P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
ATT.L,ALLIANZ TECHNOLOGY TRUST PLC ORD 2.5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
VTY.L,VISTRY GROUP PLC ORD 50P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
PBEE.L,PENSIONBEE GROUP PLC ORD GBP0.001,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
RR.L,ROLLS-ROYCE HOLDINGS PLC ORD SHS 20P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
MACF.L,MACFARLANE GROUP PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
MNKS.L,MONKS INV TST PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
AV.L,AVIVA PLC ORD 32 17/19P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
ALPH.L,ALPHA GROUP INTERNATIONAL PLC ORD 0.2P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
BBH.L,BELLEVUE HEALTHCARE TRUST PLC RED ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
GOT.L,GLOBAL OPPORTUNITIES TRUST PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
WWH.L,WORLDWIDE HEALTHCARE TRUST PLC ORD 2.5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
ALW.L,ALLIANCE WITAN PLC ORD 2.5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
WKP.L,WORKSPACE GROUP PLC ORD GBP1,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
BOWL.L,HOLLYWOOD BOWL GROUP PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
AEWU.L,AEW UK REIT PLC ORD GBP0.01,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
HLCL.L,HELICAL PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
RHIM.L,RHI MAGNESITA N.V. ORD EUR1.00 (DI),uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
SNR.L,SENIOR PLC ORD 10P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
FUTR.L,FUTURE PLC ORD 15P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
STAN.L,STANDARD CHARTERED PLC ORD USD0.50,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
MTRO.L,METRO BANK HOLDINGS PLC ORD 0.0001P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
RPI.L,RASPBERRY PI HOLDINGS PLC ORD 0.25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
LAND.L,LAND SECURITIES GROUP PLC ORD 10 2/3P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
FRGT.L,FRANKLIN GLOBAL TRUST PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
ANTO.L,ANTOFAGASTA PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
IEM.L,IMPAX ENVIRONMENTAL MARKETS PLC ORD 10P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
CTUK.L,CT UK CAP AND INC INV TRUST PLC ORD 25P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
JDW.L,WETHERSPOON(J.D.) PLC ORD 2P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
WTB.L,WHITBREAD PLC ORD 76 122/153P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
NBPE.L,NB PRIVATE EQUITY PARTNERS LD ORD USD0.01,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
OIT.L,ODYSSEAN INVESTMENT TRUST PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
COST.L,COSTAIN GROUP PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
DWL.L,DOWLAIS GROUP PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
XPP.L,XP POWER LD ORD 1P (DI),uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
QQ.L,QINETIQ GROUP PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
BPT.L,BRIDGEPOINT GROUP PLC ORD GBP0.00005,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
PPET.L,PATRIA PRIVATE EQUITY TRUST PLC ORD 0.2P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
HHI.L,HENDERSON HIGH INCOME TRUST PLC ORD 5P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
VCT.L,VICTREX PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
HICL.L,HICL INFRASTRUCTURE PLC ORD 0.01P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
WIZZ.L,WIZZ AIR HOLDINGS PLC. ORD GBP0.0001,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
IGET.L,INVESCO GLBL EQUITY INC TRUST PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
EWI.L,EDINBURGH WORLDWIDE INV TRUST PLC ORD 1P,uk stock,Y,GBX,,yfinance,Y,,,LSE : FTSE All-Share
