ticker,name,asset_type,dividends,currency,isin,source,source_file_path,active,start_date,end_date,notes
NBPE.L,NB PRIVATE EQUITY PARTNERS LD ORD USD0.01,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
OIT.L,ODYSSEAN INVESTMENT TRUST PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
COST.L,COSTAIN GROUP PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
DWL.L,DOWLAIS GROUP PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
XPP.L,XP POWER LD ORD 1P (DI),uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
QQ.L,QINETIQ GROUP PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
BPT.L,BRIDGEPOINT GROUP PLC ORD GBP0.00005,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
PPET.L,PATRIA PRIVATE EQUITY TRUST PLC ORD 0.2P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
HHI.L,HENDERSON HIGH INCOME TRUST PLC ORD 5P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
VCT.L,VICTREX PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
HICL.L,HICL INFRASTRUCTURE PLC ORD 0.01P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
WIZZ.L,WIZZ AIR HOLDINGS PLC. ORD GBP0.0001,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
IGET.L,INVESCO GLBL EQUITY INC TRUST PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
EWI.L,EDINBURGH WORLDWIDE INV TRUST PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
HSX.L,HISCOX LD ORD 6.5P (DI),uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
CABP.L,CAB PAYMENTS HOLDINGS PLC ORD 0.033 1/3P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
ICGT.L,ICG ENTERPRISE TRUST PLC ORD 10P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
ANII.L,ABRDN NEW INDIA INVESTMENT TRUST PL ORD 25P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
MER.L,MEARS GROUP PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
IBST.L,IBSTOCK PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
FOXT.L,FOXTONS GROUP PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
VNH.L,VIETNAM HOLDING LD ORD USD1,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
IWG.L,INTERNATIONAL WORKPLACE GROUP PLC ORD USD0.0124,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
GLE.L,MJ GLEESON PLC ORD 2P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
IBT.L,INTERNATIONAL BIOTECHNOLOGY TST PLC ORD 25P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
BOOT.L,BOOT (HENRY) PLC ORD 10P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
GSF.L,GORE STREET ENERGY STORAGE FUND PLC ORD GBP0.01,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
API.L,ABRDN PROPERTY INCOME TRUST LIMITED ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
CKN.L,CLARKSON PLC ORD 25P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
GMS.L,GULF MARINE SERVICES PLC ORD 2P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
WPS.L,W.A.G PAYMENT SOLUTIONS PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
RSW.L,RENISHAW PLC ORD 20P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
AML.L,ASTON MARTIN LAGONDA GLOBAL HOLDING ORD GBP0.10,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
IPF.L,INTERNATIONAL PERSONAL FINANCE PLC ORD 10P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
DEC.L,DIVERSIFIED ENERGY COMPANY PLC ORD 20P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
DOCS.L,DR. MARTENS PLC ORD GBP0.01,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
XPS.L,XPS PENSIONS GROUP PLC ORD GBP0.0005,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
SYNT.L,SYNTHOMER PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
IHG.L,INTERCONTINENTAL HOTELS GROUP PLC ORD 20 340/399P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
SCP.L,SCHRODER UK MID CAP FD PLC ORD 25P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
PHLL.L,PETERSHILL PARTNERS PLC ORD USD0.01,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
HOC.L,HOCHSCHILD MINING PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
BERI.L,BLACKROCK ENERGY & RES. INC.TST PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
GCP.L,GCP INFRASTRUCTURE INVESTMENTS LD ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
LIO.L,LIONTRUST ASSET MANAGEMENT PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
MMIT.L,MOBIUS INVESTMENT TRUST PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
JUST.L,JUST GROUP PLC ORD 10P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
BIOG.L,BIOTECH GROWTH TRUST (THE) PLC ORD 25P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
RMII.L,RM INFRASTRUCTURE INCOME PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
BAB.L,BABCOCK INTERNATIONAL GROUP PLC ORD 60P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
ATG.L,AUCTION TECHNOLOGY GROUP PLC ORD 0.01P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
JEMI.L,JPMORGAN GLOBAL EMERG. MKTS. IT PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
BEZ.L,BEAZLEY PLC ORD 5P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
CWR.L,CERES POWER HOLDINGS PLC ORD 10P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
AIE.L,ASHOKA INDIA EQUITY INVESTMENT TRUS ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
XAR.L,XAAR PLC ORD 10P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
MRO.L,MELROSE INDUSTRIES PLC ORD GBP0.001,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
IHP.L,INTEGRAFIN HOLDINGS PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
ASC.L,ASOS PLC ORD 3.5P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
MNDI.L,MONDI PLC ORD EUR 0.22,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
LRE.L,LANCASHIRE HOLDINGS LD COM SHS USD0.50,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
3IN.L,3I INFRASTRUCTURE PLC ORD NPV,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
STVG.L,STV GROUP PLC ORD 50P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
ONT.L,OXFORD NANOPORE TECHNOLOGIES PLC ORD GBP0.0001,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
CCR.L,C&C GROUP PLC ORD EUR0.01 (CDI),uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
ENOG.L,ENERGEAN PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
ZTF.L,ZOTEFOAMS PLC ORD 5P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
NXR.L,NORCROS PLC ORD 10P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
RS1.L,RS GROUP PLC ORD 10P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
VSL.L,VPC SPECIALTY LENDING INVESTMENTS ORD GBP0.01,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
JD.L,JD SPORTS FASHION PLC ORD 0.05P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
SEIT.L,SDCL EFFICIENCY INCOME TRUST PLC ORD GBP0.01,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
IAG.L,INTL CONSOLIDATED AIRLINES GROUP SA ORD EUR0.10 (CDI),uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
CCL.L,CARNIVAL PLC ORD USD 1.66,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
SUS.L,S & U PLC ORD 12 1/2P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
STEM.L,STHREE PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
PDL.L,PETRA DIAMONDS LD ORD GBP0.0005 (DI),uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
ICG.L,INTERMEDIATE CAPITAL GROUP PLC ORD 26 1/4P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
JUSC.L,JPMORGAN US SMALLER CO. INV TST PLC ORD 2.5P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
EZJ.L,EASYJET PLC ORD 27 2/7P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
MCG.L,MOBICO GROUP PLC ORD 5P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
THG.L,THG PLC ORD GBP0.005,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
APTD.L,APTITUDE SOFTWARE GROUP PLC ORD 7 1/3P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
GROW.L,MOLTEN VENTURES PLC ORD GBP0.01,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
VANQ.L,VANQUIS BANKING GROUP PLC ORD 20 8/11P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
MCB.L,MCBRIDE PLC ORD 10P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
FXPO.L,FERREXPO PLC ORD 10P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
OTB.L,ON THE BEACH GROUP PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
TRI.L,TRIFAST PLC ORD 5P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
PHAR.L,PHAROS ENERGY PLC ORD 5P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
SHI.L,SIG PLC ORD 10P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
WG.L,WOOD GROUP (JOHN) PLC ORD 4 2/7P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
VIP.L,VALUE AND INDEXED PROP INC TRUST ORD 10P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
VID.L,VIDENDUM PLC ORD 20P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
ULTP.L,ULTIMATE PRODUCTS PLC ORDS 0.25P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
UEM.L,UTILICO EMERGING MARKETS TRUST PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
TFIF.L,TWENTYFOUR INCOME FUND LIMITED ORD RED 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
SWEF.L,STARWOOD EUROPEAN REAL EST FIN LD ORD NPV,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
STS.L,STS GLOBAL INCOME & GROWTH TST PLC RED ORDS 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
SST.L,SCOTTISH ORIENTAL SMLR CO TST PLC ORD 5P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
SHRS.L,SHIRES INCOME PLC ORD 50P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
SEC.L,STRATEGIC EQUITY CAPITAL PLC ORD 10P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
SDP.L,SCHRODER ASIA PACIFIC FUND ORD 10P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
SCF.L,SCHRODER INCOME GROWTH FUND PLC ORD 10P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
RSE.L,RIVERSTONE ENERGY LIMITED ORD NPV,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
RIII.L,RIGHTS & ISSUES INV TST PLC ORD 25P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
PSDL.L,PHOENIX SPREE DEUTSCHLAND LIMITED SHS NPV,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
PFC.L,PETROFAC LD ORD USD0.02,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
PCA.L,PALACE CAPITAL PLC ORD 10P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
PAC.L,PACIFIC ASSETS TRUST PLC ORD 12.5P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
OIG.L,ORYX INTERNATIONAL GROWTH FUND LD ORD 50P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
MNL.L,MANCHESTER & LONDON INV TST PLC ORD 25P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
LUCE.L,LUCECO PLC ORD GBP0.0005,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
JEMA.L,JPMORGAN EMERGING EMEA SECS PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
JARA.L,JPMORGAN GLOBAL CORE REAL ASSETS LI ORD NPV,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
HEAD.L,HEADLAM GROUP PLC ORD 5P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
FSJ.L,FISHER(JAMES)& SONS PLC ORD 25P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
FEML.L,FIDELITY EMERGING MARKETS LIMITED PTG NPV,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
FAS.L,FIDELITY ASIAN VALUES PLC ORD 25P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
CVCG.L,CVC INCOME & GROWTH LIMITED ORD NPV GBP,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
CTPE.L,CT PRIVATE EQUITY TRUST PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
CNE.L,CAPRICORN ENERGY PLC ORD 799/122P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
CLI.L,CLS HOLDINGS PLC ORD 2.5P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
CHI.L,CT UK HIGH INCOME TRUST PLC ORD 0.1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
CCJI.L,CC JAPAN INCOME & GROWTH TRUST PLC ORD GBP0.01,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
BRAI.L,BLACKROCK AMERICAN INCOME TRUST PLC ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
BASC.L,BROWN ADVISORY US SMALLER CO'S PLC ORD 25P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
AGVI.L,ABERFORTH GEARED VALUE & INCOME TRU ORD 1P,uk stock,Y,GBX,,yfinance,-,Y,,,LSE : FTSE All-Share
BTC-GBP,Bitcoin,cryptocurrency,N,GBP,,yfinance,-,Y,,,25 most popular crypto currency available on yfinance : Market Cap > $2B
ETH-GBP,Ethereum,cryptocurrency,N,GBP,,yfinance,-,Y,,,26 most popular crypto currency available on yfinance : Market Cap > $2B
USDT-GBP,Tether,cryptocurrency,N,GBP,,yfinance,-,Y,,,27 most popular crypto currency available on yfinance : Market Cap > $2B
XRP-GBP,XRP,cryptocurrency,N,GBP,,yfinance,-,Y,,,28 most popular crypto currency available on yfinance : Market Cap > $2B
BNB-GBP,BNB,cryptocurrency,N,GBP,,yfinance,-,Y,,,29 most popular crypto currency available on yfinance : Market Cap > $2B
SOL-GBP,Solana,cryptocurrency,N,GBP,,yfinance,-,Y,,,30 most popular crypto currency available on yfinance : Market Cap > $2B
USDC-GBP,USDC,cryptocurrency,N,GBP,,yfinance,-,Y,,,31 most popular crypto currency available on yfinance : Market Cap > $2B
DOGE-GBP,Dogecoin,cryptocurrency,N,GBP,,yfinance,-,Y,,,32 most popular crypto currency available on yfinance : Market Cap > $2B
TRX-GBP,Tron,cryptocurrency,N,GBP,,yfinance,-,Y,,,33 most popular crypto currency available on yfinance : Market Cap > $2B
ADA-GBP,Cardano,cryptocurrency,N,GBP,,yfinance,-,Y,,,34 most popular crypto currency available on yfinance : Market Cap > $2B
LINK-GBP,Chainlink,cryptocurrency,N,GBP,,yfinance,-,Y,,,35 most popular crypto currency available on yfinance : Market Cap > $2B
AVAX-GBP,Avalanche,cryptocurrency,N,GBP,,yfinance,-,Y,,,36 most popular crypto currency available on yfinance : Market Cap > $2B
XLM-GBP,Stellar,cryptocurrency,N,GBP,,yfinance,-,Y,,,37 most popular crypto currency available on yfinance : Market Cap > $2B
BCH-GBP,Bitcoin Cash,cryptocurrency,N,GBP,,yfinance,-,Y,,,38 most popular crypto currency available on yfinance : Market Cap > $2B
SHIB-GBP,Shiba Inu,cryptocurrency,N,GBP,,yfinance,-,Y,,,39 most popular crypto currency available on yfinance : Market Cap > $2B
HBAR-GBP,Hedera,cryptocurrency,N,GBP,,yfinance,-,Y,,,40 most popular crypto currency available on yfinance : Market Cap > $2B
LTC-GBP,Litecoin,cryptocurrency,N,GBP,,yfinance,-,Y,,,41 most popular crypto currency available on yfinance : Market Cap > $2B
DOT-GBP,Polkadot,cryptocurrency,N,GBP,,yfinance,-,Y,,,42 most popular crypto currency available on yfinance : Market Cap > $2B
XMR-GBP,Monero,cryptocurrency,N,GBP,,yfinance,-,Y,,,43 most popular crypto currency available on yfinance : Market Cap > $2B
DAI-GBP,Dai,cryptocurrency,N,GBP,,yfinance,-,Y,,,44 most popular crypto currency available on yfinance : Market Cap > $2B
AAVE-GBP,Aave,cryptocurrency,N,GBP,,yfinance,-,Y,,,45 most popular crypto currency available on yfinance : Market Cap > $2B
ICP-GBP,Internet Computer,cryptocurrency,N,GBP,,yfinance,-,Y,,,46 most popular crypto currency available on yfinance : Market Cap > $2B
CRO-GBP,Cronos,cryptocurrency,N,GBP,,yfinance,-,Y,,,47 most popular crypto currency available on yfinance : Market Cap > $2B
ETC-GBP,Ethereum Classic,cryptocurrency,N,GBP,,yfinance,-,Y,,,48 most popular crypto currency available on yfinance : Market Cap > $2B
SKY-GBP,Skycoin,cryptocurrency,N,GBP,,yfinance,-,Y,,,49 most popular crypto currency available on yfinance : Market Cap > $2B
AU,PHYSICAL GOLD,commodity,N,USD,,local_csv,raw/csv/commodities/gold.csv,Y,,,No api available : yahoo had limited data
SI,PHYSICAL SILVER,commodity,N,USD,,local_csv,raw/csv/commodities/silver.csv,Y,,,No api available : yahoo had limited data
CSPX.L,ISHARES VII PLC ISHRS CORE S&P 500 UCITS ETF USD (ACC),etf,N,USD,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
VUSA.L,VANGUARD FUNDS PLC VANGUARD S&P 500 UCITS ETF,etf,Y,GBP,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
SPXS.L,INVESCO MARKETS PLC INVESCO S&P 500 UCITS ETF,etf,,USD,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
EMIM.L,ISHARES PLC ISHARES CORE EM IMI UCITS ETF USD (ACC),etf,N,GBX,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
IGLN.L,ISHARES PHYSICAL METALS PLC ISHARES PHYSICAL GOLD ETC,etf,,USD,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
ISAC.L,ISHARES V PLC ISHRS MSCI ACWI UCITS ETF USD (ACC),etf,N,USD,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
VWRL.L,VANGUARD FUNDS PLC VANGUARD FTSE ALL-WORLD UCITS ETF,etf,,GBP,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
VWRD.L,VANGUARD FUNDS PLC VANGUARD FTSE ALL-WORLD UCITS ETF,etf,,USD,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
IUSA.L,ISHARES PLC ISHARES S&P 500 UCITS ETF USD (DIST),etf,Y,GBX,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
CNDX.L,ISHARES VII PLC ISHRS NASDAQ 100 UCITS ETF USD (ACC),etf,N,USD,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
ISF.L,ISHARES PLC ISHARES CORE FTSE100 UCITS ETF GBP(DIST),etf,Y,GBX,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
IB01.L,ISHARES PLC ISH $ TR BND 0-1YR U-A,etf,,USD,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
SMEA.L,ISHARES III PLC ISHARES MSCI EUROPE UCITS ETF EUR (ACC),etf,N,GBX,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
IEBC.L,ISHARES III PLC ISHRS CORE EUR CORP BOND ETF EUR (DIST),etf,Y,GBP,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
HMWO.L,HSBC ETFS PLC HSBC MSCI WORLD UCITS ETF,etf,,GBX,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
HMWD.L,HSBC ETFS PLC HSBC MSCI WORLD UCITS ETF $,etf,,USD,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
SASU.L,ISHARES IV PLC ISH MSCI USA USD-A,etf,,USD,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
IUIT.L,ISHARES V PLC ISHRS S&P 500 INF TECH SECT ETF USD ACC,etf,,USD,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
EEDS.L,ISHARES IV PLC ISHRS MSCI USA ESG ENH CTB USD ETF DIST,etf,Y,USD,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
IMEU.L,ISHARES II PLC ISHARES MSCI EUROPE UCITS ETF EUR (DIST),etf,Y,GBX,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
EQQQ.L,INVESCO MARKETS III PLC INVESCO EQQQ NASDAQ 100 UCITS ETF,etf,,GBX,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
IWRD.L,ISHARES PLC ISHARES MSCI WORLD UCITS ETF USD (DIST),etf,Y,GBX,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
HSPX.L,HSBC ETFS PLC HSBC S&P 500 UCITS ETF,etf,,GBX,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
MXWO.L,INVESCO MARKETS PLC INVESCO MSCI WORLD UCITS ETF,etf,,USD,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
VHYD.L,VANGUARD FUNDS PLC VANGUARD FTSE WRLD HI DIV YLD UCITS ETF,etf,,USD,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
PHAU.L,WISDOMTREE METAL SECURITIES WISDOMTREE PHYSICAL GOLD,etf,,USD,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
SJPA.L,ISHARES III PLC ISHRS CORE MSCI JAPAN IMI ETF USD (ACC),etf,N,GBX,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
CBU7.L,ISHARES VII PLC ISHRS USD TRSRY BOND 3-7YR ETF USD (ACC),etf,N,USD,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
XMEU.L,XTRACKERS X MSCI EUROPE 1C,etf,,GBX,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
XESC.L,XTRACKERS X EURO STOXX 50 1C,etf,,GBX,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
XESX.L,XTRACKERS X EURO STOXX 50 1D,etf,,GBX,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
MXUS.L,INVESCO MARKETS PLC INVESCO MSCI USA UCITS ETF,etf,,USD,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
WSML.L,ISHARES III PLC ISH MSCI WLD SMALL CAP UCITS ETF ACC USD,etf,N,USD,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
IBTA.L,ISHARES PLC ISHS $ TR BND 1-3YR UCITS ETF USD (ACC),etf,N,USD,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
IEEM.L,ISHARES PLC ISHARES MSCI EM UCITS ETF USD (DIST),etf,Y,GBX,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
EUE.L,ISHARES II PLC ISHRS EURO STOXX 50 UCITS ETF EUR (DIST),etf,Y,GBX,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
SDIA.L,ISHARES IV PLC IS $ SHRT DUR CORP BND UCITS ETF USD ACC,etf,N,USD,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
SAEM.L,ISHARES IV PLC ISH MSCI EM IMI USD-A,etf,,USD,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
SE15.L,ISHARES III PLC ISHARES EUR CORP BOND 1-5YR ETF EUR DIST,etf,Y,GBP,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
UC44.L,UBS (LUX) FUND SOLUTIONS UBS MSCI WORLD SRI ETF USD DIS,etf,Y,GBX,,yfinance,-,Y,,,250 ETFs on LSE with highest market cap
